LT,KM,KT,LB,Price,Kota/Kab,Provinsi,Type
87,1,2,36,130.000.000,Palembang Kota,Sumatra Selatan,Rumah
87,3,5,150,985.000.000,Bekasi Kota,Jawa Barat,Rumah
87,1,2,60,400.000.000,Surakarta Kota,Jawa Tengah,Rumah
87,2,3,71,1.500.000.000,Makassar Kota,Sulawesi Selatan,Rumah
86,2,2,52,1.050.000.000,Tangerang Kab.,Banten,Rumah
86,1,2,45,363.900.000,Sleman Kab.,Yogyakarta D.I.,Rumah
86,1,2,86,475.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
85,4,5,217,2.850.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
85,2,3,75,600.000.000,Surakarta Kota,Jawa Tengah,Rumah
85,4,8,170,990.000.000,Semarang Kota,Jawa Tengah,Rumah
85,2,3,85,950.000.000,Surabaya Kota,Jawa Timur,Apartemen
85,3,3,95,2.300.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
85,9,10,230,3.150.000.000,Malang Kota,Jawa Timur,Rumah
85,3,2,220,2.700.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
85,3,4,145,4.799.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
85,2,3,60,495.100.000,Bandar Lampung Kota,Lampung,Rumah
84,2,2,55,1.190.000.000,Bekasi Kota,Jawa Barat,Rumah
84,1,2,48,453.215.000,Bantul Kab.,Yogyakarta D.I.,Rumah
84,4,3,152,4.000.000.000,Depok Kota,Jawa Barat,Rumah
84,3,3,210,2.750.000.000,Medan Kota,Sumatra Utara,Rumah
84,5,4,135,2.550.000.000,Surabaya Kota,Jawa Timur,Rumah
84,2,2,100,1.300.000.000,Tangerang Selatan Kota,Banten,Rumah
84,1,2,48,800.000.000,Makassar Kota,Sulawesi Selatan,Rumah
84,2,3,70,398.000.000,Langsa Kota,Aceh D.I.,Rumah
84,2,2,84,650.000.000,Kediri Kota,Jawa Timur,Rumah
84,1,2,72,169.000.000,Bondowoso Kab.,Jawa Timur,Rumah
84,1,2,50,395.006.910,Medan Kota,Sumatra Utara,Rumah
84,1,2,84,650.000.000,Kediri Kota,Jawa Timur,Rumah
84,3,3,100,360.000.000,Padang Kota,Sumatra Barat,Rumah
84,2,2,69,1.700.000.000,Tangerang Kota,Banten,Rumah
84,1,2,54,428.000.000,Medan Kota,Sumatra Utara,Rumah
84,2,3,174,649.900.000,Medan Kota,Sumatra Utara,Rumah
84,3,3,90,2.600.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
84,3,4,97,1.900.000.000,Tangerang Selatan Kota,Banten,Rumah
84,10,10,165,1.900.000.000,Malang Kota,Jawa Timur,Rumah
84,1,2,45,315.000.000,Bogor Kab.,Jawa Barat,Rumah
84,2,2,68,1.303.000.000,Makassar Kota,Sulawesi Selatan,Rumah
84,1,2,120,149.900.000,Binjai Kota,Sumatra Utara,Rumah
84,2,2,112,550.000.000,Palembang Kota,Sumatra Selatan,Rumah
84,2,3,84,1.850.006.999,Batu Kota,Jawa Timur,Rumah
84,2,3,60,950.000.000,Makassar Kota,Sulawesi Selatan,Rumah
84,1,2,50,185.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
84,2,3,80,350.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
84,1,2,30,15.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
84,1,2,36,166.000.000,Pesawaran Kab.,Lampung,Rumah
84,1,2,42,305.000.000,Bandar Lampung Kota,Lampung,Rumah
84,1,2,42,305.000.000,Bandar Lampung Kota,Lampung,Rumah
84,2,2,60,495.000.000,Bandar Lampung Kota,Lampung,Rumah
84,1,2,54,355.000.000,Bandar Lampung Kota,Lampung,Rumah
84,3,3,84,650.000.000,Bandar Lampung Kota,Lampung,Rumah
84,2,2,56,340.000.000,Bandar Lampung Kota,Lampung,Rumah
84,1,2,80,670.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
83,1,1,20,350.000.000,Padang Kota,Sumatra Barat,Rumah
83,1,2,41,452.159.000,Bantul Kab.,Yogyakarta D.I.,Rumah
83,2,4,155,500.000.000,Pontianak Kota,Kalimantan Barat,Rumah
82,2,3,73,2.793.870.000,Jakarta Barat,Jakarta D.K.I.,Rumah
82,3,4,120,1.700.000.000,Surabaya Kota,Jawa Timur,Rumah
82,3,2,100,3.344.000.000,Simeulue Kab.,Aceh D.I.,Rumah
82,2,2,50,795.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
82,2,2,60,550.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
82,3,3,90,890.000.000,Batam Kota,Kepulauan Riau,Rumah
81,2,2,60,685.000.000,Depok Kota,Jawa Barat,Rumah
81,1,2,72,65.000.000,Medan Kota,Sumatra Utara,Rumah
81,1,3,81,650.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
80,2,3,144,700.000.000,Pontianak Kota,Kalimantan Barat,Rumah
80,3,2,64,500.000.000,Medan Kota,Sumatra Utara,Rumah
80,1,2,56,555.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
80,3,3,148,1.500.000.000,Palembang Kota,Sumatra Selatan,Rumah
80,2,1,128,950.000.000,Banda Aceh Kota,Aceh D.I.,Apartemen
80,3,3,165,2.300.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
80,2,4,80,470.000.000,Banyuasin Kab.,Sumatra Selatan,Rumah
80,10,10,70,2.550.000.000,Surabaya Kota,Jawa Timur,Rumah
80,1,3,100,550.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
80,1,3,90,380.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
80,2,3,100,1.200.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
80,2,3,65,815.000.008,Bantul Kab.,Yogyakarta D.I.,Rumah
80,1,2,55,320.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
80,1,2,40,850.000.000,Depok Kota,Jawa Barat,Rumah
80,3,3,125,,Surabaya Kota,Jawa Timur,Rumah
80,3,3,125,2.150.000.000,Surabaya Kota,Jawa Timur,Rumah
80,1,2,36,300.000.000,Boyolali Kab.,Jawa Tengah,Rumah
80,1,2,50,385.000.000,Medan Kota,Sumatra Utara,Rumah
80,1,2,46,478.000.000,Sukoharjo Kab.,Jawa Tengah,Rumah
80,2,3,104,1.250.000.400,Bandung Kota,Jawa Barat,Rumah
80,2,3,150,1.500.000.000,Surakarta Kota,Jawa Tengah,Rumah
80,1,2,80,650.000.000,Malang Kota,Jawa Timur,Rumah
80,2,1,90,1.800.000.000,Kab. Badung,Bali,Rumah
79,4,4,140,1.975.000.000,Depok Kota,Jawa Barat,Rumah
79,4,4,110,1.350.000.000,Yogyakarta Kota,Yogyakarta D.I.,Rumah
79,2,2,56,649.000.000,Malang Kota,Jawa Timur,Rumah
79,1,2,41,453.311.000,Bantul Kab.,Yogyakarta D.I.,Rumah
79,1,2,36,119.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
78,2,3,72,700.000.000,Depok Kota,Jawa Barat,Rumah
78,2,3,100,750.000.000,Palembang Kota,Sumatra Selatan,Rumah
78,3,3,160,2.100.000.000,Surabaya Kota,Jawa Timur,Rumah
78,4,3,108,2.100.000.000,Medan Kota,Sumatra Utara,Rumah
78,1,2,27,217.500.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
78,1,2,36,166.000.000,Lampung Utara Kab.,Lampung,Rumah
78,1,2,36,200.840.000,Bandar Lampung Kota,Lampung,Rumah
78,1,2,36,166.000.000,Lampung Selatan Kab.,Lampung,Rumah
78,1,2,55,790.000.000,Batam Kota,Kepulauan Riau,Rumah
78,2,2,80,1.000.000.000,Batam Kota,Kepulauan Riau,Rumah
78,1,2,60,660.000.000,Batam Kota,Kepulauan Riau,Rumah
78,1,2,45,525.000.000,Samarinda Kota,Kalimantan Timur,Rumah
77,1,2,40,458.400.000,Bantul Kab.,Yogyakarta D.I.,Rumah
77,2,3,89,1.268.692.000,Makassar Kota,Sulawesi Selatan,Rumah
77,1,2,70,390.000.000,Pontianak Kota,Kalimantan Barat,Rumah
77,1,2,45,563.600.000,Bekasi Kab.,Jawa Barat,Rumah
77,3,4,92,2.000.000.000,Tangerang Selatan Kota,Banten,Rumah
76,2,1,145,1.500.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
76,1,2,64,779.000.000,Bandung Kota,Jawa Barat,Rumah
76,2,1,120,900.000.000,Medan Kota,Sumatra Utara,Rumah
76,2,3,55,1.000.000.000,Malang Kab.,Jawa Timur,Rumah
76,1,2,36,225.000.008,Bantul Kab.,Yogyakarta D.I.,Rumah
76,1,1,76,250.000.000,Bandung Kab.,Jawa Barat,Rumah
75,2,3,117,1.950.000.000,Surabaya Kota,Jawa Timur,Rumah
75,5,5,150,980.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
75,1,2,50,750.000.000,Tangerang Kota,Banten,Rumah
75,4,3,120,1.675.000.000,Surabaya Kota,Jawa Timur,Rumah
75,1,2,0,470.000.000,Bantul Kab.,Yogyakarta D.I.,Rumah
75,1,2,36,290.000.000,Semarang Kota,Jawa Tengah,Rumah
75,1,2,50,495.000.000,Padang Kota,Sumatra Barat,Rumah
75,2,2,50,2.000.000.000,Medan Kota,Sumatra Utara,Rumah
75,3,2,92,1.150.000.000,Medan Kota,Sumatra Utara,Rumah
75,2,3,75,750.000.000,Gowa Kab.,Sulawesi Selatan,Rumah
75,2,3,70,732.000.000,Makassar Kota,Sulawesi Selatan,Rumah
75,1,2,75,775.000.000,Makassar Kota,Sulawesi Selatan,Rumah
75,3,4,119,1.200.000.000,Makassar Kota,Sulawesi Selatan,Rumah
75,2,2,60,395.000.000,Bandar Lampung Kota,Lampung,Rumah
75,1,2,50,415.000.000,Batam Kota,Kepulauan Riau,Rumah
74,2,3,112,1.200.000.000,Medan Kota,Sumatra Utara,Rumah
74,2,2,94,1.000.000.000,Medan Kota,Sumatra Utara,Rumah
74,1,2,45,425.000.008,Bantul Kab.,Yogyakarta D.I.,Rumah
74,1,3,72,675.000.000,Semarang Kota,Jawa Tengah,Rumah
72,1,2,36,495.000.000,Gowa Kab.,Sulawesi Selatan,Rumah
72,1,2,95,1.500.000.000,Tangerang Kota,Banten,Rumah
72,2,3,73,850.000.000,Makassar Kota,Sulawesi Selatan,Rumah
72,3,3,125,1.600.000.000,Surabaya Kota,Jawa Timur,Rumah
72,2,2,51,960.000.000,Manado Kota,Sulawesi Utara,Rumah
72,2,2,90,1.500.000.000,Surabaya Kota,Jawa Timur,Rumah
72,3,3,85,1.399.000.000,Depok Kota,Jawa Barat,Rumah
72,2,3,75,650.000.000,Semarang Kota,Jawa Tengah,Rumah
72,1,2,120,347.900.000,Medan Kota,Sumatra Utara,Rumah
72,2,2,122,459.900.000,Aceh Besar Kab.,Aceh D.I.,Rumah
72,1,2,30,455.000.000,Bogor Kab.,Jawa Barat,Rumah
72,1,1,30,775.000.000,Surabaya Kota,Jawa Timur,Rumah
72,1,2,45,150.000.000,Tangerang Kab.,Banten,Rumah
72,1,2,40,395.000.000,Sukoharjo Kab.,Jawa Tengah,Rumah
72,1,3,72,925.889.691,Makassar Kota,Sulawesi Selatan,Rumah
72,2,2,70,790.000.000,Depok Kota,Jawa Barat,Rumah
72,2,3,70,1.300.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
72,3,4,83,1.600.000.000,Tangerang Selatan Kota,Banten,Rumah
72,2,3,65,660.700.000,Malang Kota,Jawa Timur,Rumah
72,1,3,45,300.000.000,Lebak Kab.,Banten,Rumah
72,1,2,36,350.000.000,Sukoharjo Kab.,Jawa Tengah,Rumah
72,1,2,48,300.000.000,Bogor Kota,Jawa Barat,Rumah
72,1,2,32,399.000.000,Surabaya Kota,Jawa Timur,Rumah
72,1,2,30,450.000.000,Bogor Kab.,Jawa Barat,Rumah
72,1,2,36,523.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
72,1,2,45,480.000.000,Semarang Kota,Jawa Tengah,Rumah
72,1,2,36,175.000.000,Padang Pariaman Kab.,Sumatra Barat,Rumah
72,2,3,97,1.950.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
72,1,3,50,399.000.000,Bantul Kab.,Yogyakarta D.I.,Rumah
72,1,2,36,900.600.000,Manado Kota,Sulawesi Utara,Rumah
72,3,3,100,1.199.999.999,Depok Kota,Jawa Barat,Rumah
72,1,2,40,515.000.000,Padang Kota,Sumatra Barat,Rumah
72,3,4,82,998.456.280,Makassar Kota,Sulawesi Selatan,Rumah
72,3,4,82,988.828.000,Makassar Kota,Sulawesi Selatan,Rumah
72,2,3,60,581.000.000,Makassar Kota,Sulawesi Selatan,Rumah
72,1,2,36,220.004.132,Makassar Kota,Sulawesi Selatan,Rumah
72,1,2,45,270.000.000,Bandar Lampung Kota,Lampung,Rumah
72,1,2,45,335.000.000,Bandar Lampung Kota,Lampung,Rumah
72,1,2,35,130.000.000,Bandar Lampung Kota,Lampung,Rumah
72,1,2,36,180.000.000,Lampung Selatan Kab.,Lampung,Rumah
72,1,2,72,235.000.000,Bandar Lampung Kota,Lampung,Rumah
72,2,2,55,102.818.000,Batam Kota,Kepulauan Riau,Rumah
72,2,3,120,690.000.000,Batam Kota,Kepulauan Riau,Rumah
72,1,2,50,350.000.000,Karimun Kab.,Kepulauan Riau,Rumah
72,3,3,85,1.150.000.000,Batam Kota,Kepulauan Riau,Rumah
72,1,2,72,630.000.000,Batam Kota,Kepulauan Riau,Rumah
72,1,2,50,540.000.000,Batam Kota,Kepulauan Riau,Rumah
72,1,2,36,277.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
72,1,2,36,277.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
72,1,3,45,600.000.000,Penajam Paser Utara Kab.,Kalimantan Timur,Rumah
72,2,3,70,800.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
72,1,2,72,550.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
72,2,4,123,500.000.000,Pontianak Kota,Kalimantan Barat,Rumah
72,1,2,72,650.000.000,Sintang Kab.,Kalimantan Barat,Rumah
70,2,1,70,580.000.000,Medan Kota,Sumatra Utara,Rumah
70,1,2,75,275.000.000,Pekalongan Kota,Jawa Tengah,Rumah
70,2,3,70,690.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
70,2,3,140,909.000.000,Palembang Kota,Sumatra Selatan,Rumah
70,2,3,70,1.195.000.000,Depok Kota,Jawa Barat,Rumah
70,2,2,55,95.000.000,Depok Kota,Jawa Barat,Rumah
70,2,2,70,530.000.000,Bandung Kota,Jawa Barat,Rumah
70,2,3,75,500.000.000,Surakarta Kota,Jawa Tengah,Rumah
70,2,2,71,999.000.000,Bandung Kota,Jawa Barat,Rumah
70,2,3,85,670.000.000,Medan Kota,Sumatra Utara,Rumah
70,1,2,43,800.000.000,Surabaya Kota,Jawa Timur,Rumah
70,2,3,66,1.350.000.000,Denpasar Kota,Bali,Rumah
70,2,2,70,850.000.000,Makassar Kota,Sulawesi Selatan,Rumah
70,2,3,62,581.000.000,Makassar Kota,Sulawesi Selatan,Rumah
70,2,3,84,598.000.000,Gowa Kab.,Sulawesi Selatan,Rumah
70,1,2,48,280.000.000,Gowa Kab.,Sulawesi Selatan,Rumah
70,1,2,33,115.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
70,2,2,74,320.000.000,Bandar Lampung Kota,Lampung,Rumah
69,2,2,72,1.900.000.000,Denpasar Kota,Bali,Rumah
69,2,3,89,758.000.000,Medan Kota,Sumatra Utara,Rumah
69,1,2,45,275.000.000,Bandar Lampung Kota,Lampung,Rumah
69,1,1,21,150.000.000,Bandung Kab.,Jawa Barat,Rumah
68,4,2,384,875.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
68,1,2,42,560.000.000,Surabaya Kota,Jawa Timur,Rumah
68,4,1,140,950.000.000,Medan Kota,Sumatra Utara,Rumah
68,2,3,67,755.467.343,Tangerang Selatan Kota,Banten,Rumah
67,2,3,66,754.366.643,Tangerang Selatan Kota,Banten,Rumah
67,1,2,47,405.000.000,Semarang Kota,Jawa Tengah,Rumah
67,4,3,202,1.550.000.000,Medan Kota,Sumatra Utara,Rumah
67,1,2,50,260.000.000,Sragen Kab.,Jawa Tengah,Rumah
67,3,3,70,1.100.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
66,4,3,165,1.680.000.000,Medan Kota,Sumatra Utara,Rumah
66,1,2,54,450.000.000,Medan Kota,Sumatra Utara,Rumah
66,1,2,66,450.000.000,Bekasi Kab.,Jawa Barat,Rumah
66,1,2,36,440.800.000,Tangerang Kab.,Banten,Rumah
66,3,3,122,1.550.000.000,Medan Kota,Sumatra Utara,Rumah
65,3,3,180,1.980.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
65,2,2,65,850.000.000,Tangerang Selatan Kota,Banten,Apartemen
65,2,3,100,1.350.000.000,Tangerang Kota,Banten,Rumah
65,3,3,180,2.000.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
65,2,2,55,675.000.000,Makassar Kota,Sulawesi Selatan,Rumah
64,2,2,60,900.000.000,Medan Kota,Sumatra Utara,Rumah
64,3,2,160,850.000.000,Medan Kota,Sumatra Utara,Rumah
64,3,3,115,1.550.000.000,Surabaya Kota,Jawa Timur,Rumah
64,1,1,34,525.000.000,Palembang Kota,Sumatra Selatan,Rumah
64,3,4,192,2.100.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
64,1,2,64,450.000.000,Pekanbaru Kota,Riau,Rumah
64,1,2,85,395.000.000,Pontianak Kota,Kalimantan Barat,Rumah
63,4,4,96,2.358.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
62,1,1,36,300.000.000,Palembang Kota,Sumatra Selatan,Rumah
61,2,3,160,1.250.000.000,Palembang Kota,Sumatra Selatan,Rumah
61,2,2,80,2.300.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
61,1,2,36,350.000.633,Sleman Kab.,Yogyakarta D.I.,Rumah
61,3,3,70,700.000.000,Tangerang Kab.,Banten,Rumah
61,3,3,115,1.750.000.000,Jakarta Pusat,Jakarta D.K.I.,Rumah
60,2,2,48,817.000.000,Tangerang Selatan Kota,Banten,Rumah
60,2,3,120,600.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
60,1,2,45,350.000.000,Surakarta Kota,Jawa Tengah,Rumah
60,1,2,40,500.000.000,Depok Kota,Jawa Barat,Rumah
60,1,2,28,950.000.000,Tangerang Selatan Kota,Banten,Rumah
60,3,3,60,785.000.000,Tangerang Kota,Banten,Rumah
60,2,3,65,1.254.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
60,2,3,89,1.400.000.000,Tangerang Kota,Banten,Rumah
60,2,2,62,1.050.000.000,Tangerang Selatan Kota,Banten,Rumah
60,2,2,60,990.000.000,Surabaya Kota,Jawa Timur,Rumah
60,3,3,60,300.000.000,Tangerang Kota,Banten,Rumah
60,2,3,89,1.400.000.000,Tangerang Kota,Banten,Rumah
60,1,1,80,700.000.000,Medan Kota,Sumatra Utara,Rumah
60,1,1,80,700.000.000,Medan Kota,Sumatra Utara,Rumah
60,2,3,120,794.000.000,Palembang Kota,Sumatra Selatan,Rumah
60,1,2,40,230.000.000,Bogor Kab.,Jawa Barat,Rumah
60,1,2,120,470.000.000,Medan Kota,Sumatra Utara,Rumah
60,1,2,60,166.000.000,Batang Kab.,Jawa Tengah,Rumah
60,1,2,60,400.000.000,Tangerang Kab.,Banten,Rumah
60,1,2,60,110.000.000,Tangerang Kab.,Banten,Rumah
60,1,2,40,400.000.000,Depok Kota,Jawa Barat,Rumah
60,3,3,100,1.290.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
60,2,3,60,866.400.000,Tangerang Kab.,Banten,Rumah
60,1,2,36,450.000.000,Gresik Kab.,Jawa Timur,Rumah
60,1,2,60,399.000.000,Bogor Kab.,Jawa Barat,Rumah
60,1,2,40,569.050.000,Tangerang Kota,Banten,Rumah
60,1,2,34,550.000.000,Tangerang Kab.,Banten,Rumah
60,1,2,40,285.000.000,Depok Kota,Jawa Barat,Rumah
60,2,3,90,1.100.000.000,Tangerang Selatan Kota,Banten,Rumah
60,1,1,30,499.000.000,Bogor Kab.,Jawa Barat,Rumah
60,1,2,32,729.300.000,Bekasi Kota,Jawa Barat,Rumah
60,3,3,60,927.000.000,Depok Kota,Jawa Barat,Rumah
60,1,2,40,569.050.000,Tangerang Kota,Banten,Rumah
60,1,2,30,166.000.000,Surakarta Kota,Jawa Tengah,Rumah
60,2,4,96,1.100.000.000,Tangerang Selatan Kota,Banten,Rumah
60,1,1,22,249.774.030,Bogor Kab.,Jawa Barat,Rumah
60,2,3,62,950.000.000,Palembang Kota,Sumatra Selatan,Rumah
60,1,2,37,560.000.000,Makassar Kota,Sulawesi Selatan,Rumah
60,5,5,104,950.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
60,1,2,30,200.000.000,Batam Kota,Kepulauan Riau,Rumah
60,2,2,60,390.000.000,Batam Kota,Kepulauan Riau,Rumah
60,2,2,45,1.050.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
58,2,3,60,1.051.000.000,Tangerang Kota,Banten,Rumah
57,1,2,37,395.000.000,Semarang Kota,Jawa Tengah,Rumah
56,2,2,68,1.500.000.000,Tangerang Kab.,Banten,Rumah
56,3,3,89,1.774.105.200,Jakarta Pusat,Jakarta D.K.I.,Rumah
56,2,2,60,695.000.000,Surabaya Kota,Jawa Timur,Rumah
56,2,2,86,450.000.000,Pontianak Kota,Kalimantan Barat,Rumah
56,2,2,90,400.000.000,Bandar Lampung Kota,Lampung,Rumah
55,3,3,150,1.500.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
55,1,2,40,345.000.000,Depok Kota,Jawa Barat,Rumah
55,2,2,55,450.000.053,Makassar Kota,Sulawesi Selatan,Rumah
54,2,3,70,700.000.000,Surabaya Kota,Jawa Timur,Rumah
52,1,1,52,291.000.000,Yogyakarta Kota,Yogyakarta D.I.,Rumah
52,2,2,55,695.000.000,Tangerang Selatan Kota,Banten,Rumah
52,1,2,120,730.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
50,2,2,60,880.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
50,3,3,90,1.500.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
50,2,1,95,550.000.000,Medan Kota,Sumatra Utara,Rumah
50,2,3,90,1.375.000.000,Semarang Kota,Jawa Tengah,Rumah
50,1,2,40,315.000.000,Manado Kota,Sulawesi Utara,Rumah
50,2,2,50,295.000.000,Makassar Kota,Sulawesi Selatan,Rumah
50,2,3,50,765.000.000,Makassar Kota,Sulawesi Selatan,Rumah
49,1,2,28,435.154.333,Sidoarjo Kab.,Jawa Timur,Rumah
48,2,1,120,875.000.000,Medan Kota,Sumatra Utara,Rumah
48,2,2,60,1.350.000.000,Tangerang Kota,Banten,Rumah
48,1,2,56,1.250.000.000,Tangerang Kota,Banten,Rumah
48,2,1,104,875.000.000,Medan Kota,Sumatra Utara,Rumah
48,1,2,36,359.000.000,Batam Kota,Kepulauan Riau,Rumah
48,1,2,37,375.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
45,3,3,78,1.550.000.000,Jakarta Pusat,Jakarta D.K.I.,Rumah
42,1,1,42,1.100.000.000,Medan Kota,Sumatra Utara,Apartemen
42,2,3,60,468.000.000,Depok Kota,Jawa Barat,Rumah
40,1,1,40,240.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
40,1,2,40,310.000.000,Tangerang Kota,Banten,Rumah
40,2,2,48,900.000.000,Tangerang Kab.,Banten,Rumah
40,1,2,60,85.000.000,Tangerang Kab.,Banten,Rumah
40,1,2,50,399.000.000,Tangerang Kota,Banten,Rumah
40,2,2,50,615.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
38,1,2,61,550.000.000,Bandung Kota,Jawa Barat,Rumah
38,1,1,38,389.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
36,1,2,50,235.000.000,Depok Kota,Jawa Barat,Rumah
36,1,2,78,359.000.000,Batam Kota,Kepulauan Riau,Rumah
35,2,2,5000000,900.000.000,Sabang Kota,Aceh D.I.,Rumah
35,2,3,65,600.000.000,Depok Kota,Jawa Barat,Rumah
34,1,2,0,370.000.000,Boyolali Kab.,Jawa Tengah,Rumah
33,1,1,30,275.000.000,Tangerang Selatan Kota,Banten,Rumah
33,1,2,257,720.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
32,4,4,64,650.000.000,Malang Kota,Jawa Timur,Rumah
31,2,2,62,850.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
31,2,3,8,1.500.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
30,2,2,55,728.887.500,Aceh Besar Kab.,Aceh D.I.,Rumah
30,1,1,30,800.000.000,Jakarta Timur,Jakarta D.K.I.,Apartemen
30,2,2,65,830.000.000,Bojonegoro Kab.,Jawa Timur,Rumah
30,3,2,62,1.150.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
27,1,1,27,599.000.000,Bekasi Kota,Jawa Barat,Apartemen
24,1,1,24,1.250.000.000,Jakarta Selatan,Jakarta D.K.I.,Apartemen
24,1,1,24,380.000.000,Medan Kota,Sumatra Utara,Apartemen
21,1,1,21,355.000.000,Jakarta Timur,Jakarta D.K.I.,Apartemen
15,1,2,1015,400.000.000,Barito Kuala Kab.,Kalimantan Selatan,Rumah
14,3,3,175,1.300.000.000,Cilacap Kab.,Jawa Tengah,Rumah
0,2,5,140,2.000.000.000,Pati Kab.,Jawa Tengah,Rumah
0,6,5,146,1.900.000.000,Surabaya Kota,Jawa Timur,Rumah
0,2,2,99,2.750.000.000,Jakarta Barat,Jakarta D.K.I.,Apartemen
0,2,2,28,500.000.000,Aceh Tamiang Kab.,Aceh D.I.,Apartemen
0,1,2,42,480.000.000,Jakarta Utara,Jakarta D.K.I.,Apartemen
0,1,2,49,500.000.000,Surabaya Kota,Jawa Timur,Apartemen
0,1,2,57,990.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,1,2,60,1.750.000.000,Jakarta Selatan,Jakarta D.K.I.,Apartemen
0,1,2,56,1.250.000.000,Medan Kota,Sumatra Utara,Apartemen
0,2,3,105,2.100.000.000,Tangerang Selatan Kota,Banten,Apartemen
0,2,4,98.65,2.600.000.000,Medan Kota,Sumatra Utara,Apartemen
0,1,1,29,980.000.000,Medan Kota,Sumatra Utara,Apartemen
0,2,2,49,1.100.000.000,Jakarta Barat,Jakarta D.K.I.,Apartemen
0,2,3,146,5.300.000.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,1,2,36,250.000.000,Bandung Kota,Jawa Barat,Apartemen
0,3,4,250,3.500.000.000,Depok Kota,Jawa Barat,Rumah
0,1,2,0,600.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
0,2,3,61,1.300.000.000,Tangerang Selatan Kota,Banten,Apartemen
0,2,3,364,18.500.000.000,Sawahlunto Kota,Sumatra Barat,Rumah
0,1,1,42,1.000.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,1,3,48,800.000.000,Aceh Besar Kab.,Aceh D.I.,Apartemen
0,2,2,156,4.600.000.000,Jakarta Selatan,Jakarta D.K.I.,Apartemen
0,1,1,65,1.100.000.000,Jakarta Selatan,Jakarta D.K.I.,Apartemen
0,2,2,70,1.900.000.000,Jepara Kab.,Jawa Tengah,Apartemen
0,2,3,218,6.500.000.000,Surabaya Kota,Jawa Timur,Apartemen
0,1,2,51,850.000.000,Surabaya Kota,Jawa Timur,Apartemen
0,1,1,35,535.000.000,Surabaya Kota,Jawa Timur,Apartemen
