LT,KM,KT,LB,Price,Kota/Kab,Provinsi,Type
216,2,4,200,700.000.000,Palembang Kota,Sumatra Selatan,Rumah
216,2,4,170,1.750.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
216,1,2,200,800.000.000,Pontianak Kota,Kalimantan Barat,Rumah
215,2,2,125,900.000.000,Pontianak Kota,Kalimantan Barat,Rumah
215,4,3,336,3.200.000.000,Batam Kota,Kepulauan Riau,Rumah
215,1,3,132.5,475.400.000,Balikpapan Kota,Kalimantan Timur,Rumah
215,1,2,45,295.000.000,Pontianak Kota,Kalimantan Barat,Rumah
214,2,3,150,2.900.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
214,4,4,96,950.000.000,Samarinda Kota,Kalimantan Timur,Rumah
213,5,5,374,10.185.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
213,2,3,200,2.800.000.000,Tangerang Selatan Kota,Banten,Rumah
213,2,2,120,800.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
212,3,4,180,2.750.000.000,Tangerang Selatan Kota,Banten,Rumah
212,2,3,452,850.000.000,Padang Kota,Sumatra Barat,Rumah
211,2,3,80,755.000.000,Bandar Lampung Kota,Lampung,Rumah
210,2,3,100,995.000.000,Padang Kota,Sumatra Barat,Rumah
210,3,4,210,3.700.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
210,2,3,75,890.000.000,Medan Kota,Sumatra Utara,Rumah
210,3,4,180,3.200.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
210,3,3,95,1.800.000.000,Bogor Kab.,Jawa Barat,Rumah
210,3,4,210,1.200.000.000,Surakarta Kota,Jawa Tengah,Rumah
210,2,3,210,1.300.000.000,Semarang Kota,Jawa Tengah,Rumah
210,3,3,80,2.100.000.000,Penajam Paser Utara Kab.,Kalimantan Timur,Rumah
210,3,4,200,900.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
210,2,3,180,700.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
210,2,4,310,8.000.000.000,Pontianak Kota,Kalimantan Barat,Rumah
209,3,6,339,1.300.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
208,4,4,245,5.200.000.000,Tangerang Selatan Kota,Banten,Rumah
208,4,4,180,3.000.000.000,Surabaya Kota,Jawa Timur,Rumah
208,2,2,70,1.300.000.000,Bandung Kota,Jawa Barat,Rumah
208,2,4,120,1.900.000.000,Makassar Kota,Sulawesi Selatan,Rumah
208,4,4,280,6.500.000.000,Tangerang Kab.,Banten,Rumah
208,2,3,120,400.000.000,Bandar Lampung Kota,Lampung,Rumah
207,5,4,290,4.500.000.000,Batam Kota,Kepulauan Riau,Rumah
206,2,3,215,1.100.000.000,Medan Kota,Sumatra Utara,Rumah
206,3,3,200,1.400.000.000,Palembang Kota,Sumatra Selatan,Rumah
206,3,4,350,6.300.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
206,3,3,200,3.000.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
205,5,6,300,5.500.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
205,2,2,200,4.000.000.000,Kab. Badung,Bali,Rumah
204,1,1,36,76.000.000,Kubu Raya Kab.,Kalimantan Barat,Rumah
204,1,2,65,559.900.000,Banda Aceh Kota,Aceh D.I.,Rumah
204,5,4,108,2.200.000.000,Palembang Kota,Sumatra Selatan,Rumah
204,2,3,156,600.000.000,Minahasa Kab.,Sulawesi Utara,Rumah
203,3,3,120,1.250.000.000,Batam Kota,Kepulauan Riau,Rumah
202,3,4,160,1.700.000.000,Pontianak Kota,Kalimantan Barat,Rumah
201,2,3,140,2.600.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
201,1,2,58,4.500.000.000,Semarang Kota,Jawa Tengah,Rumah
201,2,3,190,1.600.000.000,Bantul Kab.,Yogyakarta D.I.,Rumah
200,1,2,50,875.000.000,Padang Kota,Sumatra Barat,Rumah
200,1,2,50,540.000.000,Padang Kota,Sumatra Barat,Rumah
200,4,4,250,5.000.000.000,Kab. Badung,Bali,Rumah
200,5,5,226,3.500.000.000,Manado Kota,Sulawesi Utara,Rumah
200,5,5,212,3.600.000.000,Manado Kota,Sulawesi Utara,Rumah
200,1,2,60,875.000.000,Padang Kota,Sumatra Barat,Rumah
200,5,5,307,6.100.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
200,3,6,200,450.000.000,Padang Kota,Sumatra Barat,Rumah
200,2,3,100,2.100.000.000,Kab. Badung,Bali,Rumah
200,3,4,144,1.900.000.000,Manado Kota,Sulawesi Utara,Rumah
200,2,2,130,1.050.000.000,Palembang Kota,Sumatra Selatan,Rumah
200,6,6,175,2.500.000.000,Palembang Kota,Sumatra Selatan,Rumah
200,4,5,180,2.000.000.000,Manado Kota,Sulawesi Utara,Rumah
200,1,2,90,1.200.000.000,Manado Kota,Sulawesi Utara,Rumah
200,4,3,255,5.900.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
200,2,5,350,3.500.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
200,4,5,400,3.650.000.000,Makassar Kota,Sulawesi Selatan,Rumah
200,2,3,90,1.000.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
200,5,6,280,3.888.888.888,Palembang Kota,Sumatra Selatan,Rumah
200,4,5,300,2.800.000.000,Malang Kota,Jawa Timur,Rumah
200,2,3,120,699.000.000,Palembang Kota,Sumatra Selatan,Rumah
200,3,4,400,3.300.000.000,Palembang Kota,Sumatra Selatan,Rumah
200,3,3,167,1.800.000.000,Palembang Kota,Sumatra Selatan,Rumah
200,2,4,60,1.300.000.000,Palembang Kota,Sumatra Selatan,Rumah
200,2,3,70,650.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
200,2,4,220,1.200.000.000,Medan Kota,Sumatra Utara,Rumah
200,5,5,320,2.250.000.000,Medan Kota,Sumatra Utara,Rumah
200,3,2,120,4.000.000.000,Kab. Badung,Bali,Rumah
200,2,2,130,4.600.000.000,Kab. Badung,Bali,Rumah
200,3,3,275,4.400.000.000,Kab. Badung,Bali,Rumah
200,4,4,888,7.000.000.000,Medan Kota,Sumatra Utara,Rumah
200,2,3,100,1.975.000.000,Tangerang Selatan Kota,Banten,Rumah
200,2,3,150,2.700.000.000,Tangerang Selatan Kota,Banten,Rumah
200,2,5,70,1.600.000.000,Solok Kota,Sumatra Barat,Rumah
200,3,3,166,1.200.000.000,Padang Kota,Sumatra Barat,Rumah
200,5,5,290,2.100.000.000,Bukittinggi Kota,Sumatra Barat,Rumah
200,3,3,110,995.000.000,Padang Kota,Sumatra Barat,Rumah
200,4,6,250,2.700.000.000,Medan Kota,Sumatra Utara,Rumah
200,3,4,221,5.000.000.000,Tangerang Kota,Banten,Rumah
200,5,5,350,3.500.000.000,Rembang Kab.,Jawa Tengah,Rumah
200,4,6,31,1.388.000.000,Medan Kota,Sumatra Utara,Rumah
200,3,4,180,2.175.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
200,1,3,132,299.000.000,Pekanbaru Kota,Riau,Rumah
200,3,3,153,3.400.000.000,Tabanan Kab.,Bali,Rumah
200,2,3,200,2.700.000.000,Gianyar Kab.,Bali,Rumah
200,4,3,200,7.000.000.000,Kab. Badung,Bali,Rumah
200,2,2,110,3.900.000.000,Kab. Badung,Bali,Rumah
200,1,3,96,1.790.000.000,Medan Kota,Sumatra Utara,Rumah
200,3,4,0,5.800.000.000,Medan Kota,Sumatra Utara,Rumah
200,4,3,250,7.000.000.000,Kab. Badung,Bali,Rumah
200,3,5,145,3.265.000.000,Manado Kota,Sulawesi Utara,Rumah
200,4,5,400,4.000.000.000,Makassar Kota,Sulawesi Selatan,Rumah
200,3,4,400,4.500.000.000,Makassar Kota,Sulawesi Selatan,Rumah
200,4,5,220,1.075.000.000,Pekanbaru Kota,Riau,Rumah
200,4,4,120,1.300.000.000,Pekanbaru Kota,Riau,Rumah
200,2,2,100,1.750.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
200,3,4,150,1.300.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
200,2,2,150,2.200.000.000,Lombok Tengah Kab.,Nusa Tenggara Barat,Rumah
200,2,2,200,3.500.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
200,3,4,150,1.200.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
200,2,2,200,700.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
200,8,8,240,1.800.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
200,1,3,150,695.000.000,Bandar Lampung Kota,Lampung,Rumah
200,1,2,180,700.000.000,Bandar Lampung Kota,Lampung,Rumah
200,6,5,280,3.800.000.000,Batam Kota,Kepulauan Riau,Rumah
200,5,5,300,4.700.000.000,Batam Kota,Kepulauan Riau,Rumah
200,3,3,300,1.300.000.000,Batam Kota,Kepulauan Riau,Rumah
200,3,4,220,2.750.000.000,Batam Kota,Kepulauan Riau,Rumah
200,1,4,90,1.400.000.000,Batam Kota,Kepulauan Riau,Rumah
200,1,3,90,1.400.000.000,Batam Kota,Kepulauan Riau,Rumah
200,1,3,100,550.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
200,1,2,80,300.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
200,1,2,65,695.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
200,3,4,200,3.300.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
200,3,3,300,1.600.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
200,3,4,160,577.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
200,1,3,200,165.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
200,1,1,36,170.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
200,3,4,200,2.000.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
200,4,5,150,3.500.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
200,2,2,150,850.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
200,2,3,150,800.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
200,1,2,50,290.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
200,3,4,190,795.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
200,3,4,170,750.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
200,2,3,165,700.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
200,2,3,98,1.600.000.000,Pontianak Kota,Kalimantan Barat,Rumah
200,2,3,131,295.000.000,Pontianak Kota,Kalimantan Barat,Rumah
200,2,3,100,880.000.000,Pontianak Kota,Kalimantan Barat,Rumah
200,3,4,180,2.200.000.000,Sintang Kab.,Kalimantan Barat,Rumah
200,2,3,98,1.200.000.000,Pontianak Kota,Kalimantan Barat,Rumah
200,2,3,100,485.000.000,Pontianak Kota,Kalimantan Barat,Rumah
200,4,5,300,4.700.000.000,Batam Kota,Kepulauan Riau,Rumah
199,5,4,280,3.450.000.000,Sekadau Kab.,Kalimantan Barat,Rumah
198,4,5,300,3.800.000.000,Surabaya Kota,Jawa Timur,Rumah
198,4,4,396,2.150.000.000,Makassar Kota,Sulawesi Selatan,Rumah
198,4,4,396,2.000.000.000,Makassar Kota,Sulawesi Selatan,Rumah
198,2,5,230,1.500.000.000,Malang Kota,Jawa Timur,Rumah
198,3,4,151,,Bandung Barat Kab.,Jawa Barat,Rumah
198,2,3,199,1.600.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
198,3,3,332,5.950.000.000,Kab. Badung,Bali,Rumah
198,2,3,137,700.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
198,2,3,198,550.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
198,4,4,288,2.500.000.000,Pontianak Kota,Kalimantan Barat,Rumah
197,2,2,80,835.000.000,Pontianak Kota,Kalimantan Barat,Rumah
197,2,3,90,865.000.000,Pontianak Kota,Kalimantan Barat,Rumah
196,2,3,110,750.000.000,Musi Banyuasin Kab.,Sumatra Selatan,Rumah
196,3,3,200,1.700.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
196,2,4,330,1.100.000.000,Surakarta Kota,Jawa Tengah,Rumah
196,3,4,295,1.500.000.000,Manado Kota,Sulawesi Utara,Rumah
195,2,3,71,695.000.000,Pekanbaru Kota,Riau,Rumah
195,1,2,180,300.000.000,Bandar Lampung Kota,Lampung,Rumah
195,1,3,115,211.000.000,Pontianak Kota,Kalimantan Barat,Rumah
195,2,3,100,880.000.000,Pontianak Kota,Kalimantan Barat,Rumah
194,3,3,300,800.000.000,Padang Kota,Sumatra Barat,Rumah
194,5,4,200,1.700.000.000,Surakarta Kota,Jawa Tengah,Rumah
194,2,2,0,3.200.000.000,Lombok Tengah Kab.,Nusa Tenggara Barat,Rumah
194,4,3,100,3.000.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
194,3,3,232,1.850.000.000,Pontianak Kota,Kalimantan Barat,Rumah
193,5,4,135,2.200.000.000,Makassar Kota,Sulawesi Selatan,Rumah
193,2,3,92,750.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
193,1,2,54,870.000.000,Palembang Kota,Sumatra Selatan,Rumah
193,3,4,248,5.700.000.000,Depok Kota,Jawa Barat,Rumah
193,3,3,100,800.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
192,3,2,241,6.550.000.000,Simeulue Kab.,Aceh D.I.,Rumah
192,2,3,180,740.000.000,Pekanbaru Kota,Riau,Rumah
192,2,3,150,1.100.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
191,2,3,100,950.000.000,Palembang Kota,Sumatra Selatan,Rumah
191,5,5,353,1.900.000.000,Palembang Kota,Sumatra Selatan,Rumah
191,2,3,80,1.800.000.000,Padang Kota,Sumatra Barat,Rumah
191,1,3,84,2.300.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
191,4,4,120,2.100.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
190,4,5,240,3.350.000.000,Denpasar Kota,Bali,Rumah
190,4,5,240,3.350.000.000,Kab. Badung,Bali,Rumah
190,2,3,250,3.800.000.000,Medan Kota,Sumatra Utara,Rumah
190,1,3,90,2.100.000.000,Malang Kota,Jawa Timur,Rumah
190,2,4,100,1.600.000.000,Surabaya Kota,Jawa Timur,Rumah
190,4,5,300,3.400.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
190,2,2,120,600.000.000,Pontianak Kota,Kalimantan Barat,Rumah
190,2,3,150,800.000.000,Pontianak Kota,Kalimantan Barat,Rumah
189,3,4,150,650.000.000,Pontianak Kota,Kalimantan Barat,Rumah
189,2,3,80,870.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
189,3,3,148,2.680.000.000,Pekanbaru Kota,Riau,Rumah
189,1,2,170,2.500.000.000,Padang Kota,Sumatra Barat,Rumah
189,1,3,165,450.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
189,2,3,189,3.250.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
188,2,3,90,1.600.000.000,Manado Kota,Sulawesi Utara,Rumah
187,2,3,150,450.000.000,Deli Serdang Kab.,Sumatra Utara,Rumah
187,2,3,104,3.500.000.000,Surakarta Kota,Jawa Tengah,Rumah
187,2,2,60,690.000.000,Medan Kota,Sumatra Utara,Rumah
187,2,3,60,1.050.000.000,Semarang Kota,Jawa Tengah,Rumah
187,3,5,170,3.100.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
187,3,5,135,1.600.000.000,Makassar Kota,Sulawesi Selatan,Rumah
187,1,2,1,520.000.000,Batam Kota,Kepulauan Riau,Rumah
186,3,3,144,2.050.000.000,Batam Kota,Kepulauan Riau,Rumah
186,3,3,128,2.050.000.000,Batam Kota,Kepulauan Riau,Rumah
185,3,3,200,4.500.000.000,Tabanan Kab.,Bali,Rumah
185,2,4,100,750.000.000,Palembang Kota,Sumatra Selatan,Rumah
185,3,3,175,2.200.000.000,Kab. Badung,Bali,Rumah
185,3,2,175,2.200.000.000,Kab. Badung,Bali,Rumah
185,2,3,90,650.000.000,Pekanbaru Kota,Riau,Rumah
185,2,3,200,1.000.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
185,2,2,65,620.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
185,2,3,150,1.300.000.000,Pontianak Kota,Kalimantan Barat,Rumah
185,3,3,150,685.000.000,Pontianak Kota,Kalimantan Barat,Rumah
184,3,5,350,2.000.000.000,Palembang Kota,Sumatra Selatan,Rumah
184,2,2,75,1.600.000.000,Pontianak Kota,Kalimantan Barat,Rumah
183,2,3,150,1.200.000.000,Palembang Kota,Sumatra Selatan,Rumah
183,1,2,72,370.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
183,2,2,75,1.000.000.000,Pontianak Kota,Kalimantan Barat,Rumah
182,2,2,70,450.000.000,Palembang Kota,Sumatra Selatan,Rumah
182,4,5,195,1.900.000.000,Palembang Kota,Sumatra Selatan,Rumah
182,4,4,280,4.000.000.000,Jakarta Utara,Jakarta D.K.I.,Rumah
182,1,3,70,1.407.000.000,Bekasi Kab.,Jawa Barat,Rumah
181,1,3,151,850.000.000,Yogyakarta Kota,Yogyakarta D.I.,Rumah
181,2,2,181,350.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
180,3,4,200,6.100.000.000,Tangerang Kab.,Banten,Rumah
180,3,4,250,2.500.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
180,3,3,142,2.500.000.000,Manado Kota,Sulawesi Utara,Rumah
180,4,4,182,2.921.000.000,Makassar Kota,Sulawesi Selatan,Rumah
180,2,3,105,2.203.000.000,Makassar Kota,Sulawesi Selatan,Rumah
180,4,5,244,3.500.000.000,Manado Kota,Sulawesi Utara,Rumah
180,3,4,110,1.200.000.000,Pontianak Kota,Kalimantan Barat,Rumah
180,2,3,100,850.000.000,Pontianak Kota,Kalimantan Barat,Rumah
180,1,5,180,2.600.000.000,Pontianak Kota,Kalimantan Barat,Rumah
180,5,5,200,2.300.000.000,Padang Kota,Sumatra Barat,Rumah
180,5,5,360,4.893.000.000,Makassar Kota,Sulawesi Selatan,Rumah
180,3,3,70,1.600.000.000,Manado Kota,Sulawesi Utara,Rumah
180,3,5,230,2.700.000.000,Palembang Kota,Sumatra Selatan,Rumah
180,3,4,360,1.600.000.000,Medan Kota,Sumatra Utara,Rumah
180,3,4,150,950.000.000,Palembang Kota,Sumatra Selatan,Rumah
180,2,4,210,750.000.000,Palembang Kota,Sumatra Selatan,Rumah
180,4,5,300,2.999.999.999,Surabaya Kota,Jawa Timur,Rumah
180,2,3,75,850.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
180,3,5,300,1.700.000.000,Semarang Kota,Jawa Tengah,Rumah
180,2,3,120,700.000.000,Padang Kota,Sumatra Barat,Rumah
180,3,4,120,930.000.000,Padang Kota,Sumatra Barat,Rumah
180,3,3,126,7.500.000.000,Bireuen Kab.,Aceh D.I.,Rumah
180,4,6,250,4.500.000.000,Tangerang Selatan Kota,Banten,Rumah
180,2,4,250,1.799.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
180,4,5,200,6.100.000.000,Tangerang Kab.,Banten,Rumah
180,2,3,116,1.269.000.000,Manado Kota,Sulawesi Utara,Rumah
180,4,4,200,3.600.000.000,Tangerang Kota,Banten,Rumah
180,5,4,200,2.500.000.000,Padang Kota,Sumatra Barat,Rumah
180,2,3,140,1.700.000.000,Palembang Kota,Sumatra Selatan,Rumah
180,4,4,180,5.000.000.000,Tangerang Selatan Kota,Banten,Rumah
180,3,4,132,2.300.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
180,2,3,140,1.499.000.000,Malang Kota,Jawa Timur,Rumah
180,3,5,135,2.500.000.000,Surabaya Kota,Jawa Timur,Rumah
180,3,4,0,2.999.000.000,Surabaya Kota,Jawa Timur,Rumah
180,4,5,240,3.000.000.000,Surabaya Kota,Jawa Timur,Rumah
180,3,3,405,5.200.000.000,Medan Kota,Sumatra Utara,Rumah
180,3,4,270,5.000.000.000,Medan Kota,Sumatra Utara,Rumah
180,2,2,180,1.987.009.000,Tabanan Kab.,Bali,Rumah
180,2,3,160,1.900.000.000,Surabaya Kota,Jawa Timur,Rumah
180,3,3,72,650.000.000,Manado Kota,Sulawesi Utara,Rumah
180,3,4,180,2.800.000.000,Makassar Kota,Sulawesi Selatan,Rumah
180,3,4,121,4.100.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
180,5,5,250,2.500.000.000,Bandar Lampung Kota,Lampung,Rumah
180,3,4,139,1.539.000.000,Bandar Lampung Kota,Lampung,Rumah
180,2,3,160,900.000.000,Bandar Lampung Kota,Lampung,Rumah
180,4,4,250,1.550.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
180,3,4,180,2.100.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
180,3,4,210,2.700.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
180,3,3,360,3.500.000.000,Samarinda Kota,Kalimantan Timur,Rumah
180,3,4,180,2.100.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
180,1,2,80,230.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
180,2,2,180,700.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
180,1,2,70,100.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
180,2,3,119,970.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
180,2,3,132,450.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
180,2,3,80,800.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
180,3,5,117,1.250.000.000,Pontianak Kota,Kalimantan Barat,Rumah
180,1,2,90,750.000.000,Pontianak Kota,Kalimantan Barat,Rumah
179,2,3,45,520.000.000,Binjai Kota,Sumatra Utara,Rumah
179,1,2,114,850.000.000,Padang Kota,Sumatra Barat,Rumah
179,1,2,70,1.611.000.000,Surabaya Kota,Jawa Timur,Rumah
179,2,5,179,1.650.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
179,1,2,70,750.000.000,Pekanbaru Kota,Riau,Rumah
178,3,4,140,900.000.000,Bitung Kota,Sulawesi Utara,Rumah
178,3,3,203.5,5.375.000.000,Kab. Badung,Bali,Rumah
178,3,5,218,2.150.000.000,Medan Kota,Sumatra Utara,Rumah
178,1,1,36,240.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
177,2,4,200,857.000.000,Pontianak Kota,Kalimantan Barat,Rumah
177,2,3,252,1.650.000.000,Pontianak Kota,Kalimantan Barat,Rumah
176,2,2,60,500.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
176,5,4,356,4.200.000.000,Medan Kota,Sumatra Utara,Rumah
176,2,3,75,660.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
176,4,5,225,3.600.000.000,Surabaya Kota,Jawa Timur,Rumah
176,2,3,160,1.000.000.000,Binjai Kota,Sumatra Utara,Rumah
176,1,2,45,330.000.000,Pontianak Kota,Kalimantan Barat,Rumah
176,1,2,66,700.000.000,Pontianak Kota,Kalimantan Barat,Rumah
176,2,3,90,925.000.000,Pontianak Kota,Kalimantan Barat,Rumah
176,2,3,90,925.000.000,Pontianak Kota,Kalimantan Barat,Rumah
175,3,3,180,3.950.000.000,Kab. Badung,Bali,Rumah
175,3,3,175,1.100.000.000,Medan Kota,Sumatra Utara,Rumah
175,3,4,155,1.650.000.000,Pontianak Kota,Kalimantan Barat,Rumah
174,3,5,160,2.200.000.000,Tangerang Selatan Kota,Banten,Rumah
174,5,4,341,3.800.000.000,Tangerang Kota,Banten,Rumah
174,2,3,95,860.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
173,1,3,74,615.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
173,2,3,82,695.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
173,1,3,65,595.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
172,2,3,80,650.000.000,Palembang Kota,Sumatra Selatan,Rumah
172,3,4,192,1.420.000.000,Batam Kota,Kepulauan Riau,Rumah
172,2,3,192,1.500.000.000,Pontianak Kota,Kalimantan Barat,Rumah
171,3,3,125,1.350.000.000,Pekanbaru Kota,Riau,Rumah
171,2,3,100,500.000.000,Bandar Lampung Kota,Lampung,Rumah
171,2,2,110,980.000.000,Pontianak Kota,Kalimantan Barat,Rumah
170,2,3,100,820.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
170,2,4,100,690.000.000,Palembang Kota,Sumatra Selatan,Rumah
170,3,3,160,1.200.000.000,Padang Kota,Sumatra Barat,Rumah
170,4,5,200,2.800.000.000,Surabaya Kota,Jawa Timur,Rumah
170,3,4,290,2.900.000.000,Bekasi Kota,Jawa Barat,Rumah
170,2,3,100,550.000.000,Pekanbaru Kota,Riau,Rumah
170,1,2,40,590.000.000,Lombok Tengah Kab.,Nusa Tenggara Barat,Rumah
170,3,4,90,2.000.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
170,2,2,120,585.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
170,1,2,100,420.000.000,Pontianak Kota,Kalimantan Barat,Rumah
170,>10,>10,450,4.500.000.000,Sintang Kab.,Kalimantan Barat,Rumah
170,2,3,110,780.000.000,Pontianak Kota,Kalimantan Barat,Rumah
170,3,4,245,1.300.000.000,Manado Kota,Sulawesi Utara,Rumah
169,2,3,169,800.000.000,Palembang Kota,Sumatra Selatan,Rumah
169,4,4,175,1.495.000.000,Medan Kota,Sumatra Utara,Rumah
168,3,4,224,990.000.000,Pontianak Kota,Kalimantan Barat,Rumah
168,2,4,126,1.800.000.000,Kab. Badung,Bali,Rumah
168,5,5,348,1.949.900.000,Medan Kota,Sumatra Utara,Rumah
168,3,3,168,2.300.000.000,Bandung Kab.,Jawa Barat,Rumah
168,1,2,70,1.550.000.000,Makassar Kota,Sulawesi Selatan,Rumah
168,3,3,168,2.184.000.000,Bandung Kota,Jawa Barat,Rumah
168,2,3,100,1.300.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
168,3,4,158,1.300.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
168,2,3,90,1.065.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
168,2,4,150,780.000.000,Samarinda Kota,Kalimantan Timur,Rumah
168,1,2,54,450.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
168,1,2,36,450.000.000,Pontianak Kota,Kalimantan Barat,Rumah
168,2,3,100,850.000.000,Pontianak Kota,Kalimantan Barat,Rumah
167,4,3,200,3.250.000.000,Tangerang Kota,Banten,Rumah
166,3,3,200,2.795.000.000,Surabaya Kota,Jawa Timur,Rumah
166,2,3,100,1.150.000.000,Pekanbaru Kota,Riau,Rumah
166,2,3,140,1.100.000.000,Manado Kota,Sulawesi Utara,Rumah
166,2,3,80,785.000.000,Bandar Lampung Kota,Lampung,Rumah
165,5,4,280,4.500.000.000,Kab. Badung,Bali,Rumah
165,3,3,165,1.000.000.000,Palembang Kota,Sumatra Selatan,Rumah
165,2,2,165,1.000.000.000,Palembang Kota,Sumatra Selatan,Rumah
165,2,3,165,575.000.000,Manado Kota,Sulawesi Utara,Rumah
165,2,3,100,200.000.000,Wonogiri Kab.,Jawa Tengah,Rumah
165,1,2,71,256.000.000,Payakumbuh Kota,Sumatra Barat,Rumah
165,1,1,165,1.700.000.000,Bandung Kota,Jawa Barat,Rumah
165,1,2,50,380.000.000,Pekanbaru Kota,Riau,Rumah
165,2,3,100,1.150.000.000,Pekanbaru Kota,Riau,Rumah
165,3,3,190,4.500.000.000,Tabanan Kab.,Bali,Rumah
165,2,3,110,1.500.000.000,Makassar Kota,Sulawesi Selatan,Rumah
